Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";"Punten woonruimte";Verzoeker
ZKN-2015-009690;Astraat;10;;"A KM 3";9718CR;GRONINGEN;"Astraat 10 A KM 3, 9718CR GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";29-03-16;Onzelfstandig;347,21;347,21;;;;;;;;;;;Huurder
ZKN-2015-009688;Astraat;10;;"A KM 1";9718CR;GRONINGEN;"Astraat 10 A KM 1, 9718CR GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";29-03-16;Onzelfstandig;385;385;;;;;;;;;;;Huurder
ZKN-2015-009686;Ruimzicht;126;;;2543RP;'S-GRAVENHAGE;"Ruimzicht 126, 2543RP 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-03-16;Zelfstandig;533;522,84;;;;;;;;;470,56;;Huurder
ZKN-2015-009674;Kapellaan;124;;;1851PE;HEILOO;"Kapellaan 124, 1851PE HEILOO";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";16-03-16;Zelfstandig;590;590;;;;;;;;;;;Huurder
ZKN-2015-009670;"Van Brakelplein";46;;"B KM 1 1 ET VZ";9726HH;GRONINGEN;"Van Brakelplein 46 B KM 1 1 ET VZ, 9726HH GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";29-03-16;Onzelfstandig;305;230;;;;;;;;;;;Huurder
ZKN-2015-009669;"Van Brakelplein";46;;"B KM 2 ET 1 AT";9726HH;GRONINGEN;"Van Brakelplein 46 B KM 2 ET 1 AT, 9726HH GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";29-03-16;Onzelfstandig;270;181;;;;;;;;;;;Huurder
ZKN-2015-009666;Oudegracht;192;;A;3511NR;UTRECHT;"Oudegracht 192 A, 3511NR UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";29-03-16;Zelfstandig;1.175,00;560,25;;;;;;;;;;;Huurder
ZKN-2015-009660;Fahrenheitlaan;2;;1;3553HW;UTRECHT;"Fahrenheitlaan 2 1, 3553HW UTRECHT";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";29-03-16;Zelfstandig;135,14;;;;;;;;;;135,14;;Huurder
ZKN-2015-009624;Hansenstraat;6;A;;2316BH;LEIDEN;"Hansenstraat 6 A, 2316BH LEIDEN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";22-03-16;Zelfstandig;;;;;1.354,72;1.354,72;;;;;;;Huurder
ZKN-2015-009605;Arnhemplein;65;;;1324JT;ALMERE;"Arnhemplein 65, 1324JT ALMERE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";30-03-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-009601;Rustenburgerstraat;152;;HS;1073GJ;AMSTERDAM;"Rustenburgerstraat 152 HS, 1073GJ AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";25-03-16;Zelfstandig;233,82;233,82;;;;;;;;;;;Huurder
ZKN-2015-009576;"Van Schendelstraat";76;;;9721GZ;GRONINGEN;"Van Schendelstraat 76, 9721GZ GRONINGEN";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";10-03-16;Zelfstandig;299,66;499,43;;;;;;;;;;;Verhuurder
ZKN-2015-009572;Kortenaerstraat;41;;"03 KM";3012VC;ROTTERDAM;"Kortenaerstraat 41 03 KM, 3012VC ROTTERDAM";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";23-03-16;Onzelfstandig;425;349,76;;;;;;;;;;;Huurder
ZKN-2015-009542;Churchill-laan;210;;HS;1078EV;AMSTERDAM;"Churchill-laan 210 HS, 1078EV AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";29-03-16;Zelfstandig;;;;;1.578,84;457,41;;;;;;;Huurder
ZKN-2015-009539;Museumstraat;5;;"KM 4";9711HS;GRONINGEN;"Museumstraat 5 KM 4, 9711HS GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";24-03-16;Onzelfstandig;337,63;246,08;;;;;;;;;;;Huurder
ZKN-2015-009536;Lomanlaan;103;;"A 102";3526XD;UTRECHT;"Lomanlaan 103 A 102, 3526XD UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";29-03-16;Zelfstandig;1.415,00;518,4;;;;;;;;;;;Huurder
ZKN-2015-009533;Lomanlaan;103;;"B 68";3526XD;UTRECHT;"Lomanlaan 103 B 68, 3526XD UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";29-03-16;Zelfstandig;535;366,19;;;;;;;;;;;Huurder
ZKN-2015-009532;"Maria in Campislaan";29;;;9406JA;ASSEN;"Maria in Campislaan 29, 9406JA ASSEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";30-03-16;Zelfstandig;675;518,4;;;;;;;;;;;Huurder
ZKN-2015-009527;Hasselobrink;2;;"KM 4 2ET LKS";7544GA;ENSCHEDE;"Hasselobrink 2 KM 4 2ET LKS, 7544GA ENSCHEDE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";23-03-16;Onzelfstandig;225;172,89;;;;;;;;;;;Huurder
ZKN-2015-009523;Peizerweg;52;;"A KM 3";9726JL;GRONINGEN;"Peizerweg 52 A KM 3, 9726JL GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";25-03-16;Onzelfstandig;330;181,5;;;;;;;;;72,6;;Huurder
ZKN-2015-009514;Oosterhamriklaan;10;;B;9714JZ;GRONINGEN;"Oosterhamriklaan 10 B, 9714JZ GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";29-03-16;Zelfstandig;;;;;1.093,32;1.093,32;;;;;;;Huurder
ZKN-2015-009493;"Veldmaarschalk Montgomerylaan";821;;;5623AX;EINDHOVEN;"Veldmaarschalk Montgomerylaan 821, 5623AX EINDHOVEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";14-03-16;Zelfstandig;691,34;667,45;;;;;;;;;;;Huurder
ZKN-2015-009483;"Koning Lodewijklaan";6;;K;7314GE;APELDOORN;"Koning Lodewijklaan 6 K, 7314GE APELDOORN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";16-03-16;Zelfstandig;688;624,37;;;;;;;;;;;Huurder
ZKN-2015-009478;Meidoornsingel;173;;;3053BP;ROTTERDAM;"Meidoornsingel 173, 3053BP ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";23-03-16;Zelfstandig;471,18;;;;;;;;;;376,94;;Huurder
ZKN-2015-009473;"Professor Dondersstraat";3;;;1221HM;HILVERSUM;"Professor Dondersstraat 3, 1221HM HILVERSUM";;"249 BW - toetsing aanvangshuurprijs";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-03-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-009470;Keldermansstraat;6;;;4724AV;WOUW;"Keldermansstraat 6, 4724AV WOUW";;"257 BW - huurverlaging in verband met gebreken";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";04-03-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-009464;Steenbokstraat;14;;;9742TT;GRONINGEN;"Steenbokstraat 14, 9742TT GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-03-16;Zelfstandig;556,04;;;;;;;;;;333,62;;Huurder
ZKN-2015-009453;Churchill-laan;198;;2;1078EV;AMSTERDAM;"Churchill-laan 198 2, 1078EV AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";29-03-16;Zelfstandig;;;;;3.467,94;594,48;;;;;;;Huurder
ZKN-2015-009450;Hardewikerstraat;13;;;9712GR;GRONINGEN;"Hardewikerstraat 13, 9712GR GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";31-03-16;Zelfstandig;;;;;2.580,00;501,6;;;;;;;Huurder
ZKN-2015-009445;Steentilstraat;29;;"B KM ET 1 ACHTER";9711GK;GRONINGEN;"Steentilstraat 29 B KM ET 1 ACHTER, 9711GK GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";07-03-16;Onzelfstandig;635;522,84;;;;;;;;;;;Huurder
ZKN-2015-009441;Bilderdijkstraat;28;;;3131GB;VLAARDINGEN;"Bilderdijkstraat 28, 3131GB VLAARDINGEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";10-03-16;Zelfstandig;479,84;;;;;;;;;;143,95;;Huurder
ZKN-2015-009439;Briljantstraat;307;;"KM 5";9743NL;GRONINGEN;"Briljantstraat 307 KM 5, 9743NL GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";23-03-16;Onzelfstandig;253,85;231,83;;;;;;;;;;;Huurder
ZKN-2015-009433;Boerhaavelaan;80;;B2;3112LL;SCHIEDAM;"Boerhaavelaan 80 B2, 3112LL SCHIEDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-03-16;Zelfstandig;695;399,99;;;;;;;;;319,99;;Huurder
ZKN-2015-009426;"Grote Appelstraat";8;;"A KM 1 ET AT";9712VC;GRONINGEN;"Grote Appelstraat 8 A KM 1 ET AT, 9712VC GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";23-03-16;Onzelfstandig;350;192,5;;;;;;;;;82,16;;Huurder
ZKN-2015-009421;Klipper;87;;;2991KM;BARENDRECHT;"Klipper 87, 2991KM BARENDRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";23-03-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-009410;"Witte de Withstraat";94;H;;1057ZE;AMSTERDAM;"Witte de Withstraat 94 H, 1057ZE AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";23-03-16;Zelfstandig;697,34;;;;;;;;;;278,94;;Huurder
ZKN-2015-009409;Vijfheerenlanden;44;;;4131EC;"VIANEN UT";"Vijfheerenlanden 44, 4131EC VIANEN UT";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";25-03-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-009395;Akerkhof;43;;2;9712BC;GRONINGEN;"Akerkhof 43 2, 9712BC GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";02-03-16;Zelfstandig;;;;;1.062,94;590,42;;;;;;;Huurder
ZKN-2015-009392;Bilderdijklaan;36;;;3768XZ;SOEST;"Bilderdijklaan 36, 3768XZ SOEST";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-03-16;Zelfstandig;690,4;;;;;;;;;;552,32;;Huurder
ZKN-2015-009391;Damstraat;28;;2;1012JM;AMSTERDAM;"Damstraat 28 2, 1012JM AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";23-03-16;Zelfstandig;1.743,18;1.743,18;;;;;;;;;;;Huurder
ZKN-2015-009390;Hereweg;84;;"A KM 8";9725AG;GRONINGEN;"Hereweg 84 A KM 8, 9725AG GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";02-03-16;Onzelfstandig;;;;;;93,71;;;;;;;Huurder
ZKN-2015-009388;"Zevenkampse Ring";420;;;3068HG;ROTTERDAM;"Zevenkampse Ring 420, 3068HG ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";23-03-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-009378;Euterpelaan;12;;;6411BH;HEERLEN;"Euterpelaan 12, 6411BH HEERLEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";09-03-16;Zelfstandig;;;;;1.558,20;1.431,57;;;;;;;Huurder
ZKN-2015-009376;Hogestraat;37;;;7412BS;DEVENTER;"Hogestraat 37, 7412BS DEVENTER";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";16-03-16;Zelfstandig;464,23;464,23;;;;;;;;;371,38;;Huurder
ZKN-2015-009370;Ceramstraat;14;;"A KM 1";9715JN;GRONINGEN;"Ceramstraat 14 A KM 1, 9715JN GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";16-03-16;Onzelfstandig;;;;;0;401,47;;;;;;;Huurder
ZKN-2015-009369;Ceramstraat;14;;"A KM 1";9715JN;GRONINGEN;"Ceramstraat 14 A KM 1, 9715JN GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";16-03-16;Onzelfstandig;;;;;0;434,57;;;;;;;Huurder
ZKN-2015-009363;"Dokter Huijserstraat";56;;;2265BL;LEIDSCHENDAM;"Dokter Huijserstraat 56, 2265BL LEIDSCHENDAM";;"20.7 UHW - behandeling na gegrond verzet";"De huurprijs is redelijk";;18-03-16;Zelfstandig;607,33;607,33;;;;;;;;;;;Huurder
ZKN-2015-009357;Brueghelstraat;57;;;2525RB;'S-GRAVENHAGE;"Brueghelstraat 57, 2525RB 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";17-03-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-009356;"Burgemeester Vernedepark";1;;;2251LM;VOORSCHOTEN;"Burgemeester Vernedepark 1, 2251LM VOORSCHOTEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";09-03-16;Zelfstandig;698,04;;;;;;;;;;279,22;;Huurder
ZKN-2015-009340;Legmeerdijk;260;;A;1187NK;AMSTELVEEN;"Legmeerdijk 260 A, 1187NK AMSTELVEEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";25-03-16;Zelfstandig;550;327,71;;;;;;;;;;;Huurder
ZKN-2015-009338;Zuiddijk;8;;;1501CA;ZAANDAM;"Zuiddijk 8, 1501CA ZAANDAM";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";30-03-16;Zelfstandig;697,81;564,66;;;;;;;;;;;Huurder
ZKN-2015-009314;Ossehoederstraat;89;;;9742TL;GRONINGEN;"Ossehoederstraat 89, 9742TL GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";25-03-16;Zelfstandig;500,06;500,06;;;;;;;;;;;Huurder
ZKN-2015-009311;Galjoenstraat;3;;;1503AN;ZAANDAM;"Galjoenstraat 3, 1503AN ZAANDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-03-16;Zelfstandig;638,3;;;;;;;;;;255,32;;Huurder
ZKN-2015-009304;Steentilstraat;44;;A;9711GP;GRONINGEN;"Steentilstraat 44 A, 9711GP GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";31-03-16;Zelfstandig;;;;;0;46,67;;;;;;;Huurder
ZKN-2015-009301;"Dirk Huizingastraat";9;;"KM 3";9713GL;GRONINGEN;"Dirk Huizingastraat 9 KM 3, 9713GL GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";07-03-16;Onzelfstandig;353;286,74;;;;;;;;;229,39;;Huurder
ZKN-2015-009298;"Herman Colleniusstraat";25;;"A KM 6";9718KS;GRONINGEN;"Herman Colleniusstraat 25 A KM 6, 9718KS GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";10-03-16;Onzelfstandig;260;244,04;;;;;;;;;;;Huurder
ZKN-2015-009297;Deurnestraat;26;;"KM 1";1324XA;ALMERE;"Deurnestraat 26 KM 1, 1324XA ALMERE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";23-03-16;Onzelfstandig;327,4;327,4;;;;;;;;;;;Huurder
ZKN-2015-009294;"Pieter Pijpersstraat";23;;"KM BG";3812CH;AMERSFOORT;"Pieter Pijpersstraat 23 KM BG, 3812CH AMERSFOORT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";17-03-16;Onzelfstandig;442;351,8;;;;;;;;;140,72;;Huurder
ZKN-2015-009282;Groenhazengracht;7;;"B KMS 1ET EN 2ET";2311VT;LEIDEN;"Groenhazengracht 7 B KMS 1ET EN 2ET, 2311VT LEIDEN";;"258 BW - uitsplitsing all in/incl. huur";"Er is geen all in prijs";"De wederpartij wordt in het gelijk gesteld";23-03-16;Onzelfstandig;670;670;;;;;;;;;;;Huurder
ZKN-2015-009281;"Kleine Kruisstraat";14;;"KM 6";9712TW;GRONINGEN;"Kleine Kruisstraat 14 KM 6, 9712TW GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";29-03-16;Onzelfstandig;;;;;1.200,00;330;;;;;;;Huurder
ZKN-2015-009279;"Kleine Kruisstraat";14;;"KM 4";9712TW;GRONINGEN;"Kleine Kruisstraat 14 KM 4, 9712TW GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";29-03-16;Onzelfstandig;;;;;1.020,00;330;;;;;;;Huurder
ZKN-2015-009272;Brinklaan;18;;C2;1404ET;BUSSUM;"Brinklaan 18 C2, 1404ET BUSSUM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";17-03-16;Zelfstandig;695;432,04;;;;;;;;;;;Huurder
ZKN-2015-009271;"Herman Colleniusstraat";25;;"A KM 6";9718KS;GRONINGEN;"Herman Colleniusstraat 25 A KM 6, 9718KS GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";10-03-16;Onzelfstandig;260;;;;;;;;;;156;;Huurder
ZKN-2015-009265;"Sint Jorisstraat";63;;"KM 1";5211HA;'S-HERTOGENBOSCH;"Sint Jorisstraat 63 KM 1, 5211HA 'S-HERTOGENBOSCH";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";14-03-16;Onzelfstandig;238,48;238,48;;;;;;;;;;;Huurder
ZKN-2015-009260;"Petrus Hendrikszstraat";82;;"KM 3";9714EJ;GRONINGEN;"Petrus Hendrikszstraat 82 KM 3, 9714EJ GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-03-16;Onzelfstandig;340;244,04;;;;;;;;;;;Huurder
ZKN-2015-009259;Oostplein;538;;;3031EP;ROTTERDAM;"Oostplein 538, 3031EP ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";23-03-16;Zelfstandig;790;699,16;;;;;;;;;;;Huurder
ZKN-2015-009258;Schilperoortstraat;35;;B;3082SN;ROTTERDAM;"Schilperoortstraat 35 B, 3082SN ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";23-03-16;Zelfstandig;510;374,7;;;;;;;;;;;Huurder
ZKN-2015-009257;Lomanlaan;103;;B61;3526XD;UTRECHT;"Lomanlaan 103 B61, 3526XD UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";29-03-16;Zelfstandig;610;422,47;;;;;;;;;;;Huurder
ZKN-2015-009253;"Jozef Israelsstraat";73;;"A KM 1 VR";9718GG;GRONINGEN;"Jozef Israelsstraat 73 A KM 1 VR, 9718GG GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-03-16;Onzelfstandig;396;337,56;;;;;;;;;;;Huurder
ZKN-2015-009251;Bankastraat;3;;"A KM 2";9715CA;GRONINGEN;"Bankastraat 3 A KM 2, 9715CA GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";02-03-16;Onzelfstandig;285;193,24;;;;;;;;;77,3;;Huurder
ZKN-2015-009248;Goudlaan;250;;"KM 4";9743EG;GRONINGEN;"Goudlaan 250 KM 4, 9743EG GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";15-03-16;Onzelfstandig;265;223,72;;;;;;;;;;;Huurder
ZKN-2015-009247;Hilledijk;265;;"A 2";3074GC;ROTTERDAM;"Hilledijk 265 A 2, 3074GC ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";23-03-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-009243;Churchill-laan;208;;2;1078EV;AMSTERDAM;"Churchill-laan 208 2, 1078EV AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";29-03-16;Zelfstandig;;;;;1.593,58;554,98;;;;;;;Huurder
ZKN-2015-009234;"Van Galenstraat";61;;3;6826RW;ARNHEM;"Van Galenstraat 61 3, 6826RW ARNHEM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-03-16;Zelfstandig;645;528,21;;;;;;;;;211,28;;Huurder
ZKN-2015-009233;Edisonstraat;18;;H;1098TA;AMSTERDAM;"Edisonstraat 18 H, 1098TA AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";31-03-16;Zelfstandig;611,54;611,54;;;;;;;;;;;Huurder
ZKN-2015-009232;Coehoornsingel;26;;"KM 15";9711BS;GRONINGEN;"Coehoornsingel 26 KM 15, 9711BS GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-03-16;Onzelfstandig;550;495,89;;;;;;;;;;;Huurder
ZKN-2015-009230;Eemnesserweg;6;;A;1221CX;HILVERSUM;"Eemnesserweg 6 A, 1221CX HILVERSUM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";15-03-16;Zelfstandig;609,03;;;;;;;;;;487,22;;Huurder
ZKN-2015-009228;Asterstraat;8;;;2565TV;'S-GRAVENHAGE;"Asterstraat 8, 2565TV 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";23-03-16;Zelfstandig;412,3;412,3;;;;;;;;;;;Huurder
ZKN-2015-009227;Asterstraat;8;;;2565TV;'S-GRAVENHAGE;"Asterstraat 8, 2565TV 'S-GRAVENHAGE";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";23-03-16;Zelfstandig;412,3;384,79;;;;;;;;;;;Huurder
ZKN-2015-009225;Ilperveldstraat;43;;"KM RTS";1024PH;AMSTERDAM;"Ilperveldstraat 43 KM RTS, 1024PH AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";25-03-16;Onzelfstandig;420;254,18;;;;;;;;;;;Huurder
ZKN-2015-009217;"2e Carnissestraat";27;;A;3083JE;ROTTERDAM;"2e Carnissestraat 27 A, 3083JE ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";23-03-16;Zelfstandig;450;;;;;;;;;;270;;Huurder
ZKN-2015-009212;Asterstraat;8;;;2565TV;'S-GRAVENHAGE;"Asterstraat 8, 2565TV 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";23-03-16;Zelfstandig;;;;;0;12;;;;;;;Huurder
ZKN-2015-009211;Dennenstraat;8;;"KM 1 ET LKS";6543JS;NIJMEGEN;"Dennenstraat 8 KM 1 ET LKS, 6543JS NIJMEGEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-03-16;Onzelfstandig;285;156,75;;;;;;;;;62,7;;Huurder
