Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";"Punten woonruimte";Verzoeker
ZKN-2014-011692;Azaleastraat;18;;;6663DH;LENT;"Azaleastraat 18, 6663DH LENT";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";19-03-15;Zelfstandig;371;371;;;;;;;;;;;Huurder
ZKN-2014-011691;Azaleastraat;24;;;6663DH;LENT;"Azaleastraat 24, 6663DH LENT";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";19-03-15;Zelfstandig;420,8;420,8;;;;;;;;;;;Huurder
ZKN-2014-011688;Azaleastraat;2;;;6663DH;LENT;"Azaleastraat 2, 6663DH LENT";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";19-03-15;Zelfstandig;478,88;478,88;;;;;;;;;;;Huurder
ZKN-2014-011687;Herenstraat;31;;2;2282BP;"RIJSWIJK ZH";"Herenstraat 31 2, 2282BP RIJSWIJK ZH";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";09-03-15;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2014-011684;Azaleastraat;4;;;6663DH;LENT;"Azaleastraat 4, 6663DH LENT";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";19-03-15;Zelfstandig;381,07;381,07;;;;;;;;;;;Huurder
ZKN-2014-011676;Praediniussingel;9;;A;9711AB;GRONINGEN;"Praediniussingel 9 A, 9711AB GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";19-03-15;Zelfstandig;;;;;1.160,00;738,29;;;;;;;Huurder
ZKN-2014-011662;Ringslang;17;;;1187BT;AMSTELVEEN;"Ringslang 17, 1187BT AMSTELVEEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";26-03-15;Zelfstandig;504,61;504,61;;;;;;;;;;;Huurder
ZKN-2014-011655;Ridderstraat;2;;E;2011RS;HAARLEM;"Ridderstraat 2 E, 2011RS HAARLEM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De wederpartij wordt in het gelijk gesteld";24-03-15;Zelfstandig;550;549,41;;;;;;;;;;;Huurder
ZKN-2014-011646;Dijkstraat;22;;A;9724KX;GRONINGEN;"Dijkstraat 22 A, 9724KX GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-02-15;Zelfstandig;375;207,21;;;;;;;;;82,88;;Huurder
ZKN-2014-011642;"Kamerlingh Onnesstraat";17;;"KM 3";9727HE;GRONINGEN;"Kamerlingh Onnesstraat 17 KM 3, 9727HE GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";30-03-15;Onzelfstandig;280;229,53;;;;;;;;;;;Huurder
ZKN-2014-011634;Pleinweg;22;;A;3083EC;ROTTERDAM;"Pleinweg 22 A, 3083EC ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";27-02-15;Zelfstandig;700;566,96;;;;;;;;;;;Huurder
ZKN-2014-011624;"de Fennen";78;;;8918CG;LEEUWARDEN;"de Fennen 78, 8918CG LEEUWARDEN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";12-03-15;Zelfstandig;;;;;2.165,29;2.165,29;;;;;;;Huurder
ZKN-2014-011614;"Van Swietenlaan";47;;C;3083DT;ROTTERDAM;"Van Swietenlaan 47 C, 3083DT ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";16-02-15;Zelfstandig;699,5;499,89;;;;;;;;;;;Huurder
ZKN-2014-011603;"Hoge Hondstraat";200;;;7415GH;DEVENTER;"Hoge Hondstraat 200, 7415GH DEVENTER";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";16-03-15;Zelfstandig;;;;;530,16;360,37;;;;;;;Huurder
ZKN-2014-011601;"Hoge Hondstraat";200;;;7415GH;DEVENTER;"Hoge Hondstraat 200, 7415GH DEVENTER";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";16-03-15;Zelfstandig;;;;;430,2;314,06;;;;;;;Huurder
ZKN-2014-011565;Edelmanstraat;44;;;5331TL;KERKDRIEL;"Edelmanstraat 44, 5331TL KERKDRIEL";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";09-03-15;Zelfstandig;512,44;512,44;;;;;;;;;204,98;;Huurder
ZKN-2014-011557;"Tweede Oude Heselaan";105;;ZOLDER;6542VC;NIJMEGEN;"Tweede Oude Heselaan 105 ZOLDER, 6542VC NIJMEGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";10-03-15;Onzelfstandig;385;243,64;;;;;;;;;;;Huurder
ZKN-2014-011553;Koestraat;49;;;4331KX;MIDDELBURG;"Koestraat 49, 4331KX MIDDELBURG";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";12-03-15;Zelfstandig;483,82;;;;;;;;;;202,01;;Huurder
ZKN-2014-011543;"Deken Dr Mulderstraat";13;;A;6681AA;BEMMEL;"Deken Dr Mulderstraat 13 A, 6681AA BEMMEL";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";30-03-15;Zelfstandig;;;;;213,77;213,77;;;;;;;Huurder
ZKN-2014-011536;"Deken Dr Mulderstraat";13;;A;6681AA;BEMMEL;"Deken Dr Mulderstraat 13 A, 6681AA BEMMEL";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";30-03-15;Zelfstandig;;;;;532,15;532,15;;;;;;;Huurder
ZKN-2014-011530;Utrechtsestraat;96;;"B 2 ET";1017VS;AMSTERDAM;"Utrechtsestraat 96 B 2 ET, 1017VS AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";30-03-15;Zelfstandig;;;;;1.083,25;1.053,20;;;;;;;Huurder
ZKN-2014-011524;Middelweg;91;;A;2312KJ;LEIDEN;"Middelweg 91 A, 2312KJ LEIDEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-03-15;Zelfstandig;850;464,78;;;;;;;;;;;Huurder
ZKN-2014-011519;Wenckebachstraat;23;;2ET;2522CH;'S-GRAVENHAGE;"Wenckebachstraat 23 2ET, 2522CH 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-02-15;Zelfstandig;560;396,67;;;;;;;;;158,67;;Huurder
ZKN-2014-011515;"De la Reyweg";154;;;2571GG;'S-GRAVENHAGE;"De la Reyweg 154, 2571GG 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";09-03-15;Zelfstandig;550;550;;;;;;;;;;;Huurder
ZKN-2014-011506;Baanstraat;12;;KM6;3581VV;UTRECHT;"Baanstraat 12 KM6, 3581VV UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";30-03-15;Onzelfstandig;314;;;;;;;;;;126,44;;Huurder
ZKN-2014-011504;Beethovenstraat;9;;"2 B";1077HL;AMSTERDAM;"Beethovenstraat 9 2 B, 1077HL AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";30-03-15;Zelfstandig;627,2;627,2;;;;;;;;;;;Huurder
ZKN-2014-011501;Baanstraat;12;;KM12;3581VV;UTRECHT;"Baanstraat 12 KM12, 3581VV UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";30-03-15;Onzelfstandig;330;;;;;;;;;;132,79;;Huurder
ZKN-2014-011498;Haarlemmerweg;145;;"2 KM 2 ET VR";1051KX;AMSTERDAM;"Haarlemmerweg 145 2 KM 2 ET VR, 1051KX AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";10-03-15;Onzelfstandig;;;;;0;338,5;;;;;;;Huurder
ZKN-2014-011497;Reviusrondeel;333;;;2902EK;"CAPELLE AAN DEN IJSSEL";"Reviusrondeel 333, 2902EK CAPELLE AAN DEN IJSSEL";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";05-03-15;Zelfstandig;;;;;1.738,73;1.130,69;;;;;;;Huurder
ZKN-2014-011496;Holendrechtstraat;21;;A;1078TN;AMSTERDAM;"Holendrechtstraat 21 A, 1078TN AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";02-03-15;Zelfstandig;668,37;;;;;;;;;;267,35;;Huurder
ZKN-2014-011488;Baanstraat;12;;KM1;3581VV;UTRECHT;"Baanstraat 12 KM1, 3581VV UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";30-03-15;Onzelfstandig;291;;;;;;;;;;118,64;;Huurder
ZKN-2014-011485;Baanstraat;12;;KM15;3581VV;UTRECHT;"Baanstraat 12 KM15, 3581VV UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";30-03-15;Onzelfstandig;365;359,67;;;;;;;;;143,87;;Huurder
ZKN-2014-011484;Alverstraat;123;;;3192TM;HOOGVLIET;"Alverstraat 123, 3192TM HOOGVLIET";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";25-03-15;Zelfstandig;;;;;0;342,92;;;;;;;Huurder
ZKN-2014-011475;Weverstraat;51;;;6591AE;GENNEP;"Weverstraat 51, 6591AE GENNEP";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";30-03-15;Zelfstandig;;;;;382,67;382,67;;;;;;;Huurder
ZKN-2014-011451;Preludeweg;210;;;2402HJ;"ALPHEN AAN DEN RIJN";"Preludeweg 210, 2402HJ ALPHEN AAN DEN RIJN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";19-03-15;Zelfstandig;;;;;2.089,51;2.089,51;;;;;;;Huurder
ZKN-2014-011442;"Eerste Drift Spilsluizen";6;;;9712JD;GRONINGEN;"Eerste Drift Spilsluizen 6, 9712JD GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";27-02-15;Zelfstandig;650;496,51;;;;;;;;;;;Huurder
ZKN-2014-011437;"Henry Dunantlaan";68;;;4334BC;MIDDELBURG;"Henry Dunantlaan 68, 4334BC MIDDELBURG";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";10-02-15;Zelfstandig;;;;;;529,15;;;;;;;Huurder
ZKN-2014-011425;"Graan voor Visch";19368;;;2132WE;HOOFDDORP;"Graan voor Visch 19368, 2132WE HOOFDDORP";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";30-03-15;Zelfstandig;;;;;1.575,19;1.575,19;;;;;;;Huurder
ZKN-2014-011422;Brahmslaan;4;;D;2324AM;LEIDEN;"Brahmslaan 4 D, 2324AM LEIDEN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";19-03-15;Zelfstandig;;;;;777,75;777,75;;;;;;;Huurder
ZKN-2014-011418;Doezastraat;19;;C;2311GZ;LEIDEN;"Doezastraat 19 C, 2311GZ LEIDEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";16-03-15;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2014-011409;Ruivenstraat;130;;;3036DH;ROTTERDAM;"Ruivenstraat 130, 3036DH ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";19-03-15;Zelfstandig;;;;;355,1;355,1;;;;;;;Huurder
ZKN-2014-011407;Spiraeastraat;50;;;2563SR;'S-GRAVENHAGE;"Spiraeastraat 50, 2563SR 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-02-15;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2014-011406;IJburglaan;311;;;1086ZJ;AMSTERDAM;"IJburglaan 311, 1086ZJ AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";10-02-15;Zelfstandig;;;;;330,29;330,29;;;;;;;Huurder
ZKN-2014-011404;IJburglaan;311;;;1086ZJ;AMSTERDAM;"IJburglaan 311, 1086ZJ AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";10-02-15;Zelfstandig;;;;;407,51;407,51;;;;;;;Huurder
ZKN-2014-011402;Spaarne;49;;-23;2011CE;HAARLEM;"Spaarne 49 -23, 2011CE HAARLEM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";26-03-15;Zelfstandig;506,21;506,21;;;;;;;;;202,48;;Huurder
ZKN-2014-011388;Raamstraat;1;;"APP BG";9711CK;GRONINGEN;"Raamstraat 1 APP BG, 9711CK GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";24-02-15;Zelfstandig;570;338,45;;;;;;;;;;;Huurder
ZKN-2014-011380;Olympiaplein;174;;3;1076AM;AMSTERDAM;"Olympiaplein 174 3, 1076AM AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";10-03-15;Zelfstandig;;;;;0;0;;;;;;;Huurder
ZKN-2014-011378;"Burgemeester Roellstraat";29;;4;1064BK;AMSTERDAM;"Burgemeester Roellstraat 29 4, 1064BK AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";31-03-15;Zelfstandig;;;;;1.627,72;1.113,94;;;;;;;Huurder
ZKN-2014-011349;Fultonstraat;106;;"A 2";2562XL;'S-GRAVENHAGE;"Fultonstraat 106 A 2, 2562XL 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";18-02-15;Zelfstandig;705;401,85;;;;;;;;;;;Huurder
ZKN-2014-011317;Rozengracht;73;;B;1016LT;AMSTERDAM;"Rozengracht 73 B, 1016LT AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";26-02-15;Zelfstandig;344,43;;;;;;;;;;344,43;;Huurder
ZKN-2014-011311;Zwaanstraat;10;;;1561HN;KROMMENIE;"Zwaanstraat 10, 1561HN KROMMENIE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-02-15;Zelfstandig;650;;;;;;;;;;390;;Huurder
ZKN-2014-011306;"Helper Brink";29;;"B KM1";9722EG;GRONINGEN;"Helper Brink 29 B KM1, 9722EG GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";23-03-15;Onzelfstandig;230;191,32;;;;;;;;;;;Huurder
ZKN-2014-011300;Meppelweg;116;;;2544BC;'S-GRAVENHAGE;"Meppelweg 116, 2544BC 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-02-15;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2014-011273;"Van Beethovenplein";39;;;3122VC;SCHIEDAM;"Van Beethovenplein 39, 3122VC SCHIEDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";19-03-15;Zelfstandig;;;;;2.043,19;2.043,19;;;;;;;Huurder
ZKN-2014-011269;Meiendaal;229;;;3075KJ;ROTTERDAM;"Meiendaal 229, 3075KJ ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";10-03-15;Zelfstandig;560,12;;;;;;;;;;224,05;;Huurder
ZKN-2014-011259;Sarphatistraat;492;;;1018GW;AMSTERDAM;"Sarphatistraat 492, 1018GW AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-03-15;Zelfstandig;436,01;;;;;;;;;;348,81;;Huurder
ZKN-2014-011253;Bethanienstraat;35;;B;1012BZ;AMSTERDAM;"Bethanienstraat 35 B, 1012BZ AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-03-15;Zelfstandig;476,4;;;;;;;;;;190,56;;Huurder
ZKN-2014-011251;Bethanienstraat;35;;B;1012BZ;AMSTERDAM;"Bethanienstraat 35 B, 1012BZ AMSTERDAM";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";19-03-15;Zelfstandig;476,4;351,73;;;;;;;;;;;Huurder
ZKN-2014-011245;"Sint Martinuslaan";258;;;2273BC;VOORBURG;"Sint Martinuslaan 258, 2273BC VOORBURG";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";16-03-15;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2014-011243;Breedstraat;27;;A;3512TT;UTRECHT;"Breedstraat 27 A, 3512TT UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";09-03-15;Zelfstandig;600;432,81;;;;;;;;;;;Huurder
ZKN-2014-011241;"Nieuwe Binnenweg";156;;B2;3015BG;ROTTERDAM;"Nieuwe Binnenweg 156 B2, 3015BG ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";16-02-15;Zelfstandig;750;750;;;;;;;;;;;Huurder
ZKN-2014-011238;"Kleine Breedstraat";12;;A;9101LB;DOKKUM;"Kleine Breedstraat 12 A, 9101LB DOKKUM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";27-02-15;Zelfstandig;;;;;1.980,00;529,15;;;;;;;Huurder
ZKN-2014-011233;Lijnbaanstraat;24;;D;9711RV;GRONINGEN;"Lijnbaanstraat 24 D, 9711RV GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";05-03-15;Zelfstandig;575;437,96;;;;;;;;;;;Huurder
ZKN-2014-011229;"Dr. van Linden Tolstraat";16;;;4209AL;SCHELLUINEN;"Dr. van Linden Tolstraat 16, 4209AL SCHELLUINEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";10-03-15;Zelfstandig;424,03;;;;;;;;;;254,42;;Huurder
ZKN-2014-011216;Heenvlietsestraat;8;;;3114VM;SCHIEDAM;"Heenvlietsestraat 8, 3114VM SCHIEDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";05-03-15;Zelfstandig;388,04;;;;;;;;;;155,22;;Huurder
ZKN-2014-011215;"van Viandenstraat";75;;;3132VS;VLAARDINGEN;"van Viandenstraat 75, 3132VS VLAARDINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";11-02-15;Zelfstandig;850;505,03;;;;;;;;;;;Huurder
ZKN-2014-011203;"Hubert Duyfhuysstraat";50;;"KM 1 V";3553VX;UTRECHT;"Hubert Duyfhuysstraat 50 KM 1 V, 3553VX UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";30-03-15;Onzelfstandig;175;;;;;;;;;;60,51;;Huurder
ZKN-2014-011201;"Hubert Duyfhuysstraat";50;;"KM 1 A";3553VX;UTRECHT;"Hubert Duyfhuysstraat 50 KM 1 A, 3553VX UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";30-03-15;Onzelfstandig;150;;;;;;;;;;70,08;;Huurder
ZKN-2014-011198;Fabriekstraat;20;;B;5038EN;TILBURG;"Fabriekstraat 20 B, 5038EN TILBURG";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-02-15;Zelfstandig;480;;;;;;;;;;192;;Huurder
ZKN-2014-011185;St.-Elisabethstraat;84;;;5261VS;VUGHT;"St.-Elisabethstraat 84, 5261VS VUGHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";13-03-15;Zelfstandig;1.450,00;1.450,00;;;;;;;;;;;Huurder
ZKN-2014-011183;"St. Agnetenweg";53;;;6545AT;NIJMEGEN;"St. Agnetenweg 53, 6545AT NIJMEGEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";26-02-15;Zelfstandig;535,5;535,5;;;;;;;;;214,2;;Huurder
ZKN-2014-011177;"Hubert Duyfhuysstraat";50;;"KM 2";3553VX;UTRECHT;"Hubert Duyfhuysstraat 50 KM 2, 3553VX UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-03-15;Onzelfstandig;450;;;;;;;;;;90,2;;Huurder
ZKN-2014-011136;Buikslotermeerplein;250;;B;1025GB;AMSTERDAM;"Buikslotermeerplein 250 B, 1025GB AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";26-03-15;Zelfstandig;543,2;543,2;;;;;;;;;;;Huurder
ZKN-2014-011127;Alkmaarstraat;183;;;1024TN;AMSTERDAM;"Alkmaarstraat 183, 1024TN AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";10-02-15;Zelfstandig;702,57;;;;;;;;;;281,03;;Huurder
ZKN-2014-011110;Groenehuyzen;10;;2;1068DR;AMSTERDAM;"Groenehuyzen 10 2, 1068DR AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";16-03-15;Zelfstandig;444,88;444,88;;;;;;;;;;;Huurder
ZKN-2014-011049;Kanaalstraat;141;;3;1054XD;AMSTERDAM;"Kanaalstraat 141 3, 1054XD AMSTERDAM";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De verzoeker wordt in het gelijk gesteld";19-03-15;Zelfstandig;370,58;342;;;;;;;;;;;Huurder
ZKN-2014-011024;"Jacob van Maerlantstraat";18;;H;1064JX;AMSTERDAM;"Jacob van Maerlantstraat 18 H, 1064JX AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";26-03-15;Zelfstandig;444,51;444,51;;;;;;;;;;;Huurder
ZKN-2014-011019;Houtrijkstraat;259;;;1013VB;AMSTERDAM;"Houtrijkstraat 259, 1013VB AMSTERDAM";;"4.3 UHW - melding herstel van gebreken";"Gebreken deels verholpen of niet verholpen";"De wederpartij wordt in het gelijk gesteld";30-03-15;Zelfstandig;255,51;255,51;;;;;;;;;;;Verhuurder
ZKN-2014-011013;Hoofdweg;172;;H;1057DC;AMSTERDAM;"Hoofdweg 172 H, 1057DC AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";30-03-15;Zelfstandig;529,98;529,98;;;;;;;;;;;Huurder
ZKN-2014-010990;"De Wittenstraat";169;;;1052AT;AMSTERDAM;"De Wittenstraat 169, 1052AT AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";23-03-15;Zelfstandig;369,71;369,71;;;;;;;;;;;Huurder
ZKN-2014-010977;Athenelaan;95;;;2152KL;NIEUW-VENNEP;"Athenelaan 95, 2152KL NIEUW-VENNEP";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";20-02-15;Zelfstandig;533,72;;;;;;;;;;407,33;;Huurder
ZKN-2014-010972;"Derde Goudsbloemdwarsstraat";13;;;1015KA;AMSTERDAM;"Derde Goudsbloemdwarsstraat 13, 1015KA AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-02-15;Zelfstandig;400,58;400,58;;;;;;;;;;;Huurder
ZKN-2014-010957;Framaheerd;11;;"KM 1ET VR";9737NH;GRONINGEN;"Framaheerd 11 KM 1ET VR, 9737NH GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";05-03-15;Onzelfstandig;270;193,32;;;;;;;;;;;Huurder
ZKN-2014-010860;"1e Jerichostraat";62;;B2;3061GH;ROTTERDAM;"1e Jerichostraat 62 B2, 3061GH ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";16-02-15;Zelfstandig;658,15;;;;;;;;;;263,26;;Huurder
